"order_date","cumulative_sales"
"2022-03-31 00:00:00.000","709.0"
"2022-03-31 00:00:00.000","1006.0"
"2022-03-31 00:00:00.000","1006.0"
"2022-03-31 00:00:00.000","1405.0"
"2022-03-31 00:00:00.000","1966.0"
"2022-03-31 00:00:00.000","2465.0"
"2022-03-31 00:00:00.000","2864.0"
"2022-03-31 00:00:00.000","3512.0"
"2022-03-31 00:00:00.000","3984.0"
"2022-03-31 00:00:00.000","315.0"
